image_path,label_path,source_dataset,source_video,location,split,has_pothole,bbox_count
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001204.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001204.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001217.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001217.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001233.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001233.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001236.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001236.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001246.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001246.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001247.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001247.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001328.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001328.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001335.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001335.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001338.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001338.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001340.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001340.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001341.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001341.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001345.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001345.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001350.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001350.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001360.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001360.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001361.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001361.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001366.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001366.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001370.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001370.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001385.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001385.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001386.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001386.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001390.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001390.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001391.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001391.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001395.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001395.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001398.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001398.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001419.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001419.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001423.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001423.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001424.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001424.txt,RDD2022,,China_MotorBike,train,1,3
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001452.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001452.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001460.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001460.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001462.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001462.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001467.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001467.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001475.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001475.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001484.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001484.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001491.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001491.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001501.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001501.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001506.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001506.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001508.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001508.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001516.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001516.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001520.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001520.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001521.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001521.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001527.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001527.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001532.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001532.txt,RDD2022,,China_MotorBike,train,1,3
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001535.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001535.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001537.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001537.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001546.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001546.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001605.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001605.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001607.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001607.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001610.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001610.txt,RDD2022,,China_MotorBike,train,1,3
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001611.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001611.txt,RDD2022,,China_MotorBike,train,1,3
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001617.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001617.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001655.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001655.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001661.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001661.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001662.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001662.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001665.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001665.txt,RDD2022,,China_MotorBike,train,1,3
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001673.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001673.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001775.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001775.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001794.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001794.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001800.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001800.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001805.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001805.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001807.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001807.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001811.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001811.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001815.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001815.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001816.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001816.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001819.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001819.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001823.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001823.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001824.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001824.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001827.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001827.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001829.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001829.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001839.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001839.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001841.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001841.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001842.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001842.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001846.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001846.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001853.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001853.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001876.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001876.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001888.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001888.txt,RDD2022,,China_MotorBike,train,1,1
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001889.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001889.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001925.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001925.txt,RDD2022,,China_MotorBike,train,1,2
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001945.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001945.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001962.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001962.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001965.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001965.txt,RDD2022,,China_MotorBike,train,1,3
datasets/processed/pothole/images/train/RDD2022__China_MotorBike_001974.jpg,datasets/processed/pothole/labels/train/RDD2022__China_MotorBike_001974.txt,RDD2022,,China_MotorBike,train,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000028.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000028.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000031.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000031.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000035.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000035.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000043.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000043.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000047.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000047.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000048.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000048.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000175.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000175.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000188.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000188.txt,RDD2022,,China_MotorBike,val,1,3
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000195.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000195.txt,RDD2022,,China_MotorBike,val,1,3
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000197.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000197.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000261.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000261.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000266.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000266.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000375.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000375.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000382.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000382.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000387.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000387.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000388.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000388.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000390.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000390.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000394.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000394.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000395.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000395.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000398.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000398.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000552.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000552.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000553.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000553.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000564.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000564.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000566.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000566.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000567.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000567.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000568.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000568.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000573.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000573.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000736.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000736.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000739.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000739.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_000742.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_000742.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001281.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001281.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001286.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001286.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001290.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001290.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001293.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001293.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001296.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001296.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001631.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001631.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001633.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001633.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001641.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001641.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001643.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001643.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001648.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001648.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001680.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001680.txt,RDD2022,,China_MotorBike,val,1,2
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001681.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001681.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001682.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001682.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001686.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001686.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001692.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001692.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001695.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001695.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001726.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001726.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001728.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001728.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001730.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001730.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001732.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001732.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001735.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001735.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001747.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001747.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001753.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001753.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001756.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001756.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001761.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001761.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001764.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001764.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001765.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001765.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001766.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001766.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001770.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001770.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001771.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001771.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001901.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001901.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001905.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001905.txt,RDD2022,,China_MotorBike,val,1,3
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001913.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001913.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001918.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001918.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001924.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001924.txt,RDD2022,,China_MotorBike,val,1,1
datasets/processed/pothole/images/val/RDD2022__China_MotorBike_001976.jpg,datasets/processed/pothole/labels/val/RDD2022__China_MotorBike_001976.txt,RDD2022,,China_MotorBike,val,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000050.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000050.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000052.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000052.txt,RDD2022,,China_MotorBike,test,0,0
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000064.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000064.txt,RDD2022,,China_MotorBike,test,1,1
datasets/processed/pothole/images/test/RDD2022__China_MotorBike_000068.jpg,datasets/processed/pothole/labels/test/RDD2022__China_MotorBike_000068.txt,RDD2022,,China_MotorBike,test,0,0
