filename,duplicate_group,distance_to_representative,status
datasets/raw/rdd2022/converted/images/China_MotorBike_000332.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000333.jpg,dup-00022,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000334.jpg,dup-00098,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000335.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000336.jpg,dup-00099,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000337.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000338.jpg,dup-00016,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000339.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000340.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000341.jpg,dup-00100,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000342.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000343.jpg,dup-00101,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000344.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000345.jpg,dup-00102,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000346.jpg,dup-00103,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000347.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000348.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000349.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000350.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000351.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000352.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000353.jpg,dup-00104,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000354.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000355.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000356.jpg,dup-00105,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000357.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000358.jpg,dup-00039,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000359.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000360.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000361.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000362.jpg,dup-00053,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000363.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000364.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000365.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000366.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000367.jpg,dup-00106,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000368.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000369.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000370.jpg,dup-00107,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000371.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000372.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000373.jpg,dup-00048,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000374.jpg,dup-00016,28,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000375.jpg,dup-00108,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000376.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000377.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000378.jpg,dup-00109,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000379.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000380.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000381.jpg,dup-00109,2,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000382.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000383.jpg,dup-00031,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000384.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000385.jpg,dup-00110,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000386.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000387.jpg,dup-00073,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000388.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000389.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000390.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000391.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000392.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000393.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000394.jpg,dup-00111,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000395.jpg,dup-00029,11,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000396.jpg,dup-00112,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000397.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000398.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000399.jpg,dup-00113,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000400.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000401.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000402.jpg,dup-00054,3,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000403.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000404.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000405.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000406.jpg,dup-00114,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000407.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000408.jpg,dup-00115,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000409.jpg,dup-00047,13,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000410.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000411.jpg,dup-00080,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000412.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000413.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000414.jpg,dup-00116,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000415.jpg,dup-00117,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000416.jpg,dup-00097,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000417.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000418.jpg,dup-00008,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000419.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000420.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000421.jpg,dup-00118,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000422.jpg,dup-00098,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000423.jpg,dup-00032,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000424.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000425.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000426.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000427.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000428.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000429.jpg,dup-00119,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000430.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000431.jpg,dup-00120,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000432.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000433.jpg,dup-00121,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000434.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000435.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000436.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000437.jpg,dup-00074,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000438.jpg,dup-00031,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000439.jpg,dup-00122,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000440.jpg,dup-00123,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000441.jpg,dup-00055,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000442.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000443.jpg,dup-00016,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000444.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000445.jpg,dup-00124,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000446.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000447.jpg,dup-00125,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000448.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000449.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000450.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000451.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000452.jpg,dup-00126,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000453.jpg,dup-00127,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000454.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000455.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000456.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000457.jpg,dup-00096,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000458.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000459.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000460.jpg,dup-00033,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000461.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000462.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000463.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000464.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000465.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000466.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000467.jpg,dup-00128,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000468.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000469.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000470.jpg,dup-00009,2,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000471.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000472.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000473.jpg,dup-00003,11,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000474.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000475.jpg,dup-00129,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000476.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000477.jpg,dup-00094,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000478.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000479.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000480.jpg,dup-00056,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000481.jpg,dup-00128,11,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000482.jpg,dup-00093,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000483.jpg,dup-00094,2,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000484.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000485.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000486.jpg,dup-00008,13,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000487.jpg,dup-00074,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000488.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000489.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000490.jpg,dup-00126,3,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000491.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000492.jpg,dup-00056,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000493.jpg,dup-00008,20,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000494.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000495.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000496.jpg,dup-00117,12,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000497.jpg,dup-00007,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000498.jpg,dup-00130,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000499.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000500.jpg,dup-00087,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000501.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000502.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000503.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000504.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000505.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000506.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000507.jpg,dup-00077,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000508.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000509.jpg,dup-00085,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000510.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000511.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000512.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000513.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000514.jpg,dup-00068,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000515.jpg,dup-00016,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000516.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000517.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000518.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000519.jpg,dup-00131,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000520.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000521.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000522.jpg,dup-00132,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000523.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000524.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000525.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000526.jpg,dup-00066,9,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000527.jpg,dup-00014,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000528.jpg,dup-00133,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000529.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000530.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000531.jpg,dup-00134,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000532.jpg,dup-00135,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000533.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000534.jpg,dup-00016,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000535.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000536.jpg,dup-00136,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000537.jpg,dup-00085,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000538.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000539.jpg,dup-00009,14,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000540.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000541.jpg,dup-00051,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000542.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000543.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000544.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000545.jpg,dup-00137,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000546.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000547.jpg,dup-00027,14,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000548.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000549.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000550.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000551.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000552.jpg,dup-00019,3,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000553.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000554.jpg,dup-00112,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000555.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000556.jpg,dup-00059,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000557.jpg,dup-00024,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000558.jpg,dup-00019,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000559.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000560.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000561.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000562.jpg,dup-00047,11,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000563.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000564.jpg,dup-00016,27,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000565.jpg,dup-00053,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000566.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000567.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000568.jpg,dup-00122,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000569.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000570.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000571.jpg,dup-00029,19,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000572.jpg,dup-00094,9,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000573.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000574.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000575.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000576.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000577.jpg,dup-00061,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000578.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000579.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000580.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000581.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000582.jpg,dup-00003,16,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000583.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000584.jpg,dup-00043,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000585.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000586.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000587.jpg,dup-00034,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000588.jpg,dup-00027,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000589.jpg,dup-00016,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000590.jpg,dup-00090,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000591.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000592.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000593.jpg,dup-00132,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000594.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000595.jpg,dup-00034,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000596.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000597.jpg,dup-00086,2,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000598.jpg,dup-00016,20,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000599.jpg,dup-00138,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000600.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000601.jpg,dup-00070,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000602.jpg,dup-00030,15,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000603.jpg,dup-00139,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000604.jpg,dup-00105,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000605.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000606.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000607.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000608.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000609.jpg,dup-00076,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000610.jpg,dup-00016,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000611.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000612.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000613.jpg,dup-00016,22,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000614.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000615.jpg,dup-00137,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000616.jpg,dup-00091,5,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000617.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000618.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000619.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000620.jpg,dup-00027,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000621.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000622.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000623.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000624.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000625.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000626.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000627.jpg,dup-00016,22,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000628.jpg,dup-00139,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000629.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000630.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000631.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000632.jpg,dup-00047,4,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000633.jpg,dup-00103,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000634.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000635.jpg,dup-00053,7,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000636.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000637.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000638.jpg,dup-00012,13,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000639.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000640.jpg,dup-00086,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000641.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000642.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000643.jpg,dup-00140,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000644.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000645.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000646.jpg,dup-00100,8,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000647.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000648.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000649.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000650.jpg,dup-00066,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000651.jpg,dup-00006,10,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000652.jpg,dup-00141,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000653.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000654.jpg,dup-00142,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000655.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000656.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000657.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000658.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000659.jpg,dup-00061,6,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000660.jpg,dup-00143,0,near_duplicate
datasets/raw/rdd2022/converted/images/China_MotorBike_000661.jpg,,,unique
datasets/raw/rdd2022/converted/images/China_MotorBike_000662.jpg,,,unique
